,Date,Visitor,Visitor Score,Home Team,Home Score,Line
429,10/21/1978,Fullerton State,34.0,Long Beach State,9.0, 
430,10/21/1978,Georgia Tech,24.0,Auburn,10.0,6.0
431,10/21/1978,Houston,42.0,S-M-U,28.0,0.0
432,10/21/1978,Indiana,14.0,Michigan State,49.0,11.0
433,10/21/1978,Iowa,7.0,Ohio State,31.0,22.0
434,10/21/1978,Kansas,7.0,Oklahoma State,21.0,6.0
435,10/21/1978,Lehigh,14.0,Virginia Military,10.0, 
436,10/21/1978,Louisiana State,21.0,Kentucky,0.0,0.0
437,10/21/1978,Louisiana Tech,45.0,Northwestern St(LA),20.0, 
438,10/21/1978,Marshall,17.0,Kent State,20.0, 
439,10/21/1978,McNeese State,3.0,Arkansas State,6.0, 
440,10/21/1978,Michigan,42.0,Wisconsin,0.0,-16.0
441,10/21/1978,Minnesota,38.0,Northwestern,14.0,-13.5
442,10/21/1978,Mississippi,17.0,South Carolina,18.0,7.5
443,10/21/1978,Missouri,56.0,Kansas State,14.0,-13.5
444,10/21/1978,No Carolina State,34.0,North Carolina,7.0,1.0
445,10/21/1978,Notre Dame,38.0,Air Force,15.0,-29.0
446,10/21/1978,Nebraska,52.0,Colorado,14.0,-9.0
447,10/21/1978,Northern Illinois,7.0,Central Michigan,34.0, 
448,10/21/1978,New Mexico State,20.0,New Mexico,35.0, 
449,10/21/1978,Oklahoma,34.0,Iowa State,6.0,-16.0
450,10/21/1978,Oregon,14.0,Washington,20.0,23.5
451,10/21/1978,Oregon State,7.0,Southern Cal,38.0,25.0
452,10/21/1978,Pacific,28.0,San Diego State,31.0, 
453,10/21/1978,Pennsylvania,19.0,Lafayette,20.0, 
454,10/21/1978,Purdue,13.0,Illinois,0.0,-9.5
455,10/21/1978,S E Louisiana,25.0,UL-Monroe,21.0, 
456,10/21/1978,Southern Illinois,7.0,Wichita State,33.0, 
457,10/21/1978,Southern Miss,13.0,Memphis,10.0, 
458,10/21/1978,Stanford,43.0,Washington State,27.0,-2.5
459,10/21/1978,Syracuse,15.0,Penn State,45.0,23.0
460,10/21/1978,Texas-Arlington,37.0,Lamar,17.0, 
461,10/21/1978,Texas Christian,13.0,Tulane,7.0,14.0
462,10/21/1978,Toledo,28.0,Ohio,14.0, 
463,10/21/1978,Texas Tech,42.0,Rice,28.0,-15.0
464,10/21/1978,Tulsa,27.0,Cincinnati,26.0, 
465,10/21/1978,U.C.L.A.,45.0,California,0.0,-2.5
466,10/21/1978,Nevada-Las Vegas,33.0,Colorado State,6.0, 
467,10/21/1978,Utah,21.0,Wyoming,34.0, 
468,10/21/1978,UTEP,0.0,Brigham Young,44.0, 
469,10/21/1978,Utah State,16.0,Miami-Florida,17.0, 
470,10/21/1978,Vanderbilt,10.0,Georgia,31.0,21.0
471,10/21/1978,Villanova,9.0,Rutgers,24.0, 
472,10/21/1978,Virginia Tech,7.0,Virginia,17.0,-6.5
473,10/21/1978,Western Carolina,26.0,Wofford,11.0, 
474,10/21/1978,Wake Forest,0.0,Maryland,39.0,23.0
475,10/21/1978,William + Mary,0.0,Navy,9.0, 
476,10/21/1978,West Texas A+M,36.0,Indiana State,7.0, 
477,10/21/1978,West Virginia,27.0,Temple,28.0, 
478,10/27/1978,Arizona,14.0,U.C.L.A.,24.0,13.5
479,10/28/1978,Arkansas State,27.0,Texas-Arlington,7.0, 
480,10/28/1978,Arkansas,9.0,Houston,20.0,-3.0
481,10/28/1978,Arizona State,7.0,Washington,41.0,8.5
482,10/28/1978,Ball State,21.0,Eastern Michigan,0.0, 
483,10/28/1978,Baylor,28.0,Texas Christian,21.0,-16.5
484,10/28/1978,California,17.0,Southern Cal,42.0,16.0
485,10/28/1978,Chattanooga,24.0,McNeese State,28.0, 
486,10/28/1978,Cincinnati,38.0,UL-Lafayette,13.0, 
487,10/28/1978,Clemson,33.0,No Carolina State,10.0,-1.5
488,10/28/1978,Central Michigan,38.0,Bowling Green,7.0, 
489,10/28/1978,Colgate,3.0,Army,28.0,9.0
490,10/28/1978,Colorado,28.0,Missouri,27.0,13.0
491,10/28/1978,Columbia,0.0,Rutgers,69.0,15.0
492,10/28/1978,Dartmouth,14.0,Cornell,7.0,3.0
493,10/28/1978,Delaware,14.0,The Citadel,21.0, 
494,10/28/1978,Drake,20.0,Tulsa,44.0, 
495,10/28/1978,East Tennessee St,35.0,Appalachian State,34.0, 
496,10/28/1978,Florida,13.0,Georgia Tech,17.0,6.5
497,10/28/1978,Florida State,38.0,Southern Miss,16.0, 
498,10/28/1978,Fullerton State,37.0,Fresno State,8.0, 
499,10/28/1978,Furman,42.0,Marshall,12.0, 
500,10/28/1978,Georgia,17.0,Kentucky,16.0,-5.0
501,10/28/1978,Harvard,24.0,Princeton,24.0,-1.5
502,10/28/1978,Holy Cross,25.0,Brown,31.0,-6.0
503,10/28/1978,Iowa State,13.0,Kansas,7.0,-6.0
504,10/28/1978,Illinois,10.0,Indiana,31.0,7.5
505,10/28/1978,Illinois State,20.0,Western Illinois,26.0, 
506,10/28/1978,Indiana State,0.0,UL-Monroe,14.0, 
507,10/28/1978,Kent State,10.0,Air Force,26.0, 
508,10/28/1978,Kansas State,19.0,Oklahoma,56.0,37.0
509,10/28/1978,Maryland,27.0,Duke,0.0,-15.5
510,10/28/1978,Memphis,24.0,Tulane,41.0,2.0
511,10/28/1978,Miami-Florida,0.0,Notre Dame,20.0,14.0
512,10/28/1978,Miami-Ohio,28.0,Toledo,7.0, 
513,10/28/1978,Minnesota,10.0,Michigan,42.0,24.0
514,10/28/1978,Mississippi,35.0,Vanderbilt,10.0,-13.0
515,10/28/1978,Mississippi State,34.0,Tennessee,21.0,-5.0
516,10/28/1978,North Carolina,24.0,South Carolina,22.0,5.0
517,10/28/1978,Northern Illinois,14.0,Southern Illinois,13.0, 
518,10/28/1978,New Mexico,21.0,UTEP,0.0, 
519,10/28/1978,New Mexico State,31.0,Wichita State,21.0, 
520,10/28/1978,North Texas,16.0,Louisiana Tech,14.0, 
521,10/28/1978,Northwestern St(LA),28.0,Nicholls State,18.0, 
522,10/28/1978,Northwestern,20.0,Ohio State,63.0,39.0
523,10/28/1978,Ohio,10.0,Western Michigan,7.0, 
524,10/28/1978,Oklahoma State,14.0,Nebraska,22.0,26.0
525,10/28/1978,Oregon State,6.0,Stanford,24.0,18.0
526,10/28/1978,Pacific,27.0,Hawaii,17.0, 
527,10/28/1978,Penn State,49.0,West Virginia,21.0,-23.0
528,10/28/1978,Pittsburgh,11.0,Navy,21.0,-4.5
529,10/28/1978,Purdue,34.0,Iowa,7.0,-10.5
530,10/28/1978,Rice,21.0,Texas A+M,38.0,26.0
531,10/28/1978,Richmond,14.0,East Carolina,21.0, 
532,10/28/1978,San Diego State,25.0,Long Beach State,27.0, 
533,10/28/1978,San Jose State,21.0,Utah State,31.0, 
534,10/28/1978,S-M-U,3.0,Texas,22.0,10.0
535,10/28/1978,Temple,56.0,Akron,21.0, 
536,10/28/1978,Nevada-Las Vegas,25.0,Montana,16.0, 
537,10/28/1978,Villanova,22.0,Youngstown State,17.0, 
538,10/28/1978,Virginia Tech,0.0,Alabama,35.0,27.5
539,10/28/1978,Washington State,7.0,Oregon,31.0,-6.0
540,10/28/1978,Western Carolina,41.0,Virginia Military,12.0, 
541,10/28/1978,Wake Forest,7.0,Auburn,21.0,16.5
542,10/28/1978,Wisconsin,2.0,Michigan State,55.0,14.0
543,10/28/1978,William + Mary,21.0,Louisville,33.0, 
544,10/28/1978,Wyoming,13.0,Colorado State,3.0, 
545,10/28/1978,Yale,17.0,Pennsylvania,17.0,-4.0
546,11/04/1978,Air Force,14.0,Army,28.0,9.5
547,11/04/1978,Arkansas State,16.0,UL-Lafayette,6.0, 
548,11/04/1978,Arizona,21.0,Washington,31.0,10.5
549,11/04/1978,Auburn,7.0,Florida,31.0,1.0
550,11/04/1978,Ball State,39.0,Bowling Green,14.0, 
551,11/04/1978,Baylor,9.0,Texas Tech,27.0,-3.0
552,11/04/1978,Boston College,16.0,Villanova,28.0, 
553,11/04/1978,Brown,31.0,Harvard,30.0,-6.5
554,11/04/1978,California,21.0,Arizona State,35.0,5.5
555,11/04/1978,The Citadel,8.0,William + Mary,12.0, 
556,11/04/1978,Clemson,51.0,Wake Forest,6.0,-18.5
557,11/04/1978,Columbia,7.0,Dartmouth,37.0,6.5
558,11/04/1978,Cornell,14.0,Yale,42.0,8.5
559,11/04/1978,Colorado State,31.0,San Diego State,34.0, 
560,11/04/1978,Davidson,14.0,Furman,56.0, 
561,11/04/1978,Drake,20.0,New Mexico State,21.0, 
562,11/04/1978,Duke,0.0,Tennessee,34.0,5.5
563,11/04/1978,East Carolina,33.0,Appalachian State,8.0, 
564,11/04/1978,Fullerton State,21.0,San Jose State,30.0, 
565,11/04/1978,Holy Cross,7.0,Boston University,15.0, 
566,11/04/1978,Illinois State,7.0,Eastern Illinois,42.0, 
567,11/04/1978,Indiana,31.0,Minnesota,32.0,-1.5
568,11/04/1978,Kent State,21.0,Northern Illinois,27.0, 
569,11/04/1978,Kansas State,0.0,Iowa State,24.0,12.5
570,11/04/1978,Kentucky,28.0,Virginia Tech,0.0,-5.5
571,11/04/1978,Lafayette,7.0,Colgate,17.0, 
572,11/04/1978,Lamar,3.0,Louisiana Tech,40.0, 
573,11/04/1978,Long Beach State,41.0,Fresno State,42.0, 
574,11/04/1978,Louisville,38.0,Wichita State,20.0, 
575,11/04/1978,Michigan State,59.0,Illinois,19.0,-18.0
576,11/04/1978,Maryland,3.0,Penn State,27.0,6.5
577,11/04/1978,Miami-Florida,16.0,Tulane,20.0,-1.5
578,11/04/1978,Miami-Ohio,31.0,Ohio,16.0, 
579,11/04/1978,Michigan,34.0,Iowa,0.0,-27.0
580,11/04/1978,Mississippi,8.0,Louisiana State,30.0,10.0
581,11/04/1978,Missouri,20.0,Oklahoma State,35.0,-7.0
582,11/04/1978,Mississippi State,14.0,Alabama,35.0,16.0
583,11/04/1978,Navy,7.0,Notre Dame,27.0,7.5
584,11/04/1978,North Carolina,18.0,Richmond,27.0, 
585,11/04/1978,Nebraska,63.0,Kansas,21.0,-20.0
586,11/04/1978,UL-Monroe,7.0,Cincinnati,20.0, 
587,11/04/1978,New Mexico,24.0,Utah,12.0, 
588,11/04/1978,Northwestern St(LA),7.0,Texas-Arlington,30.0, 
589,11/04/1978,Northwestern,0.0,Purdue,31.0,31.0
590,11/04/1978,Ohio State,49.0,Wisconsin,14.0,-18.0
591,11/04/1978,Oklahoma,28.0,Colorado,7.0,-17.5
592,11/04/1978,Oregon,21.0,U.C.L.A.,23.0,19.0
593,11/04/1978,Oregon State,32.0,Washington State,31.0,7.0
594,11/04/1978,Pacific,14.0,Utah State,40.0, 
595,11/04/1978,Pennsylvania,0.0,Princeton,21.0,1.0
596,11/04/1978,Pittsburgh,18.0,Syracuse,17.0,-12.0
597,11/04/1978,Rice,7.0,Arkansas,37.0,31.0
598,11/04/1978,Rutgers,21.0,Massachusetts,11.0, 
599,11/04/1978,Southern Cal,13.0,Stanford,7.0,-7.5
600,11/04/1978,South Carolina,13.0,No Carolina State,22.0,5.5
601,11/04/1978,Southern Illinois,28.0,Indiana State,7.0, 
602,11/04/1978,Southern Miss,12.0,North Texas,25.0, 
603,11/04/1978,Texas Christian,6.0,Houston,63.0,29.0
604,11/04/1978,Toledo,3.0,Central Michigan,27.0, 
605,11/04/1978,Texas A+M,20.0,S-M-U,17.0,-1.5
606,11/04/1978,UTEP,13.0,Hawaii,35.0, 
607,11/04/1978,Vanderbilt,14.0,Memphis,35.0,13.5
608,11/04/1978,Virginia,17.0,West Virginia,20.0,4.5
609,11/04/1978,Virginia Military,3.0,Georgia,41.0,23.0
610,11/04/1978,Western Carolina,31.0,Chattanooga,21.0, 
611,11/04/1978,Western Michigan,24.0,Marshall,6.0, 
612,11/04/1978,West Texas A+M,23.0,Tulsa,44.0, 
613,11/04/1978,Wyoming,14.0,Brigham Young,48.0, 
614,11/11/1978,Arkansas State,10.0,Louisiana Tech,24.0, 
615,11/11/1978,Appalachian State,31.0,Virginia Military,10.0, 
616,11/11/1978,Arizona,24.0,Oregon,3.0,-1.0
617,11/11/1978,Arkansas,27.0,Baylor,14.0,-8.5
618,11/11/1978,Auburn,6.0,Mississippi State,0.0,4.5
619,11/11/1978,Boston College,26.0,Army,29.0,1.5
620,11/11/1978,Bowling Green,21.0,Southern Miss,38.0, 
621,11/11/1978,Central Michigan,41.0,Eastern Michigan,9.0, 
622,11/11/1978,Colgate,0.0,Bucknell,7.0, 
623,11/11/1978,Colorado,10.0,Kansas State,20.0,-12.0
624,11/11/1978,Cornell,35.0,Columbia,14.0,-1.0
625,11/11/1978,Colorado State,26.0,New Mexico,15.0, 
626,11/11/1978,Dartmouth,31.0,Brown,21.0,7.5
627,11/11/1978,Florida,22.0,Georgia,24.0,4.5
628,11/11/1978,Fullerton State,31.0,Northridge State,20.0, 
629,11/11/1978,Furman,24.0,Western Carolina,7.0, 
630,11/11/1978,Georgia Tech,42.0,Air Force,21.0,-19.0
631,11/11/1978,Harvard,17.0,Pennsylvania,13.0,-1.0
632,11/11/1978,Houston,10.0,Texas,7.0,3.0
633,11/11/1978,Iowa State,28.0,Oklahoma State,15.0,3.0
634,11/11/1978,Illinois,7.0,Ohio State,45.0,31.0
635,11/11/1978,Indiana State,14.0,Illinois State,27.0, 
636,11/11/1978,Iowa,14.0,Indiana,34.0,10.5
637,11/11/1978,Kansas,0.0,Missouri,48.0,19.0
638,11/11/1978,Kent State,13.0,Miami-Ohio,38.0, 
639,11/11/1978,Louisiana State,10.0,Alabama,31.0,13.0
640,11/11/1978,Marshall,14.0,Southern Illinois,15.0, 
641,11/11/1978,Massachusetts,33.0,Holy Cross,8.0, 
642,11/11/1978,McNeese State,24.0,Lamar,23.0, 
643,11/11/1978,Maryland,17.0,Virginia,7.0,-21.0
644,11/11/1978,Memphis,29.0,Louisville,22.0, 
645,11/11/1978,Michigan,59.0,Northwestern,14.0,-37.0
646,11/11/1978,Minnesota,9.0,Michigan State,33.0,20.5
647,11/11/1978,Montana State,35.0,Fresno State,14.0, 
648,11/11/1978,Navy,17.0,Syracuse,20.0,-7.5
649,11/11/1978,North Carolina,9.0,Clemson,13.0,13.5
650,11/11/1978,No Carolina State,10.0,Penn State,19.0,18.0
651,11/11/1978,UL-Monroe,6.0,North Texas,28.0, 
652,11/11/1978,Northern Illinois,16.0,Toledo,35.0, 
653,11/11/1978,New Mexico State,20.0,Hawaii,35.0, 
654,11/11/1978,Ohio,0.0,Cincinnati,35.0, 
655,11/11/1978,Oklahoma,14.0,Nebraska,17.0,-6.0
656,11/11/1978,Princeton,7.0,Yale,23.0,9.5
657,11/11/1978,Purdue,24.0,Wisconsin,24.0,-13.5
658,11/11/1978,Richmond,3.0,Chattanooga,30.0, 
659,11/11/1978,San Diego State,3.0,Brigham Young,21.0, 
660,11/11/1978,San Jose State,33.0,Pacific,31.0, 
661,11/11/1978,S-M-U,58.0,Rice,0.0,-17.0
662,11/11/1978,Stanford,21.0,Arizona State,14.0,1.0
663,11/11/1978,UL-Lafayette,19.0,Northwestern St(LA),17.0, 
664,11/11/1978,Temple,10.0,Rutgers,13.0, 
665,11/11/1978,Tennessee,14.0,Notre Dame,31.0,19.0
666,11/11/1978,Texas Tech,27.0,Texas Christian,17.0,-15.0
667,11/11/1978,Tulane,3.0,Mississippi,13.0,4.5
668,11/11/1978,Tulsa,27.0,Wichita State,13.0, 
669,11/11/1978,U.C.L.A.,13.0,Oregon State,15.0,-14.0
670,11/11/1978,Utah,38.0,UTEP,0.0, 
671,11/11/1978,Vanderbilt,2.0,Kentucky,53.0,21.0
672,11/11/1978,Villanova,22.0,Delaware,23.0, 
673,11/11/1978,Virginia Tech,14.0,Florida State,24.0,19.0
674,11/11/1978,Washington,10.0,Southern Cal,28.0,7.0
675,11/11/1978,Washington State,14.0,California,22.0,5.5
676,11/11/1978,Weber State,44.0,Utah State,25.0, 
677,11/11/1978,Wake Forest,0.0,Duke,3.0,8.0
678,11/11/1978,Western Michigan,14.0,Ball State,20.0, 
679,11/11/1978,William + Mary,3.0,East Carolina,20.0, 
680,11/11/1978,Wofford,17.0,The Citadel,35.0, 
681,11/11/1978,West Texas A+M,21.0,Drake,24.0, 
682,11/11/1978,West Virginia,7.0,Pittsburgh,52.0,23.0
683,11/11/1978,Wyoming,10.0,Nevada-Las Vegas,12.0, 
684,11/18/1978,Air Force,27.0,Vanderbilt,41.0,3.0
685,11/18/1978,Army,17.0,Pittsburgh,35.0,22.0
686,11/18/1978,Arizona State,44.0,Oregon State,22.0,-4.0
687,11/18/1978,Ball State,31.0,Northern Illinois,13.0, 
688,11/18/1978,Baylor,10.0,Rice,24.0,-18.0
689,11/18/1978,Brown,24.0,Columbia,12.0,-13.5
690,11/18/1978,Brigham Young,22.0,Utah,23.0, 
691,11/18/1978,Chattanooga,23.0,Tennessee State,27.0, 
692,11/18/1978,Cincinnati,24.0,Miami-Ohio,28.0, 
693,11/18/1978,The Citadel,13.0,Furman,17.0, 
694,11/18/1978,Clemson,28.0,Maryland,24.0,2.0
695,11/18/1978,Central Michigan,35.0,Western Michigan,14.0, 
696,11/18/1978,Colgate,29.0,Delaware,38.0, 
697,11/18/1978,Dartmouth,28.0,Princeton,21.0,-5.5
698,11/18/1978,Drake,0.0,Long Beach State,25.0, 
699,11/18/1978,Duke,10.0,No Carolina State,24.0,15.0
700,11/18/1978,Eastern Michigan,13.0,Illinois State,14.0, 
701,11/18/1978,Florida,18.0,Kentucky,16.0,4.0
702,11/18/1978,Fresno State,41.0,Idaho,28.0, 
703,11/18/1978,Fullerton State,30.0,Cal Poly-Pomona,22.0, 
704,11/18/1978,Georgia,22.0,Auburn,22.0,-4.5
705,11/18/1978,Iowa State,20.0,Colorado,16.0,-2.0
706,11/18/1978,Illinois,6.0,Minnesota,24.0,11.0
707,11/18/1978,Kansas,20.0,Kansas State,36.0,6.0
708,11/18/1978,Lamar,3.0,Arkansas State,6.0, 
709,11/18/1978,Louisville,3.0,Southern Miss,37.0, 
710,11/18/1978,Louisiana State,14.0,Mississippi State,16.0,-5.0
711,11/18/1978,Louisiana Tech,0.0,UL-Monroe,18.0, 
712,11/18/1978,Marshall,0.0,East Carolina,45.0, 
713,11/18/1978,Michigan State,52.0,Northwestern,3.0,-37.0
714,11/18/1978,Mississippi,17.0,Tennessee,41.0,3.0
715,11/18/1978,Missouri,35.0,Nebraska,31.0,13.0
716,11/18/1978,Montana,7.0,San Jose State,35.0, 
717,11/18/1978,Navy,6.0,Florida State,38.0,8.5
718,11/18/1978,Notre Dame,38.0,Georgia Tech,21.0,-9.0
719,11/18/1978,North Texas,41.0,Memphis,24.0, 
720,11/18/1978,Northwestern St(LA),13.0,S E Louisiana,12.0, 
721,11/18/1978,Ohio,19.0,Bowling Green,15.0, 
722,11/18/1978,Ohio State,21.0,Indiana,18.0,-16.0
723,11/18/1978,Oklahoma State,7.0,Oklahoma,62.0,27.0
724,11/18/1978,Pacific,6.0,New Mexico,44.0, 
725,11/18/1978,Pennsylvania,17.0,Cornell,35.0,6.0
726,11/18/1978,Purdue,6.0,Michigan,24.0,13.5
727,11/18/1978,Rutgers,31.0,Holy Cross,21.0,-8.0
728,11/18/1978,Southern Cal,17.0,U.C.L.A.,10.0,-7.0
729,11/18/1978,San Diego State,14.0,Miami-Florida,16.0, 
730,11/18/1978,Southern Illinois,10.0,UL-Lafayette,9.0, 
731,11/18/1978,S-M-U,16.0,Texas Tech,19.0,-3.0
732,11/18/1978,Stanford,30.0,California,10.0,-8.5
733,11/18/1978,Syracuse,37.0,Boston College,23.0,-3.5
734,11/18/1978,Texas-Arlington,20.0,McNeese State,17.0, 
735,11/18/1978,Texas,41.0,Texas Christian,0.0,-25.0
736,11/18/1978,Toledo,13.0,Kent State,17.0, 
737,11/18/1978,Texas A+M,7.0,Arkansas,26.0,7.0
738,11/18/1978,UTEP,0.0,Nevada-Las Vegas,27.0, 
739,11/18/1978,Villanova,17.0,Temple,27.0, 
740,11/18/1978,Virginia,20.0,North Carolina,38.0,14.0
741,11/18/1978,Virginia Military,2.0,Virginia Tech,28.0,10.5
742,11/18/1978,Washington State,24.0,Arizona,31.0,13.0
743,11/18/1978,Western Carolina,13.0,Appalachian State,39.0, 
744,11/18/1978,Wake Forest,14.0,South Carolina,37.0,13.5
745,11/18/1978,Wichita State,18.0,Indiana State,42.0, 
746,11/18/1978,Wisconsin,24.0,Iowa,38.0,-4.0
747,11/18/1978,William + Mary,3.0,Richmond,17.0, 
748,11/18/1978,West Virginia,14.0,Colorado State,50.0,4.5
749,11/18/1978,Wyoming,22.0,Hawaii,27.0, 
750,11/18/1978,Yale,35.0,Harvard,28.0,-3.5
751,11/23/1978,Colorado State,20.0,Pacific,13.0, 
752,11/24/1978,Fullerton State,7.0,Nevada-Las Vegas,24.0, 
753,11/25/1978,Arkansas,27.0,S-M-U,14.0,-7.5
754,11/25/1978,Arizona State,18.0,Arizona,17.0,0.0
755,11/25/1978,Boston College,0.0,Massachusetts,27.0, 
756,11/25/1978,Brigham Young,31.0,Hawaii,13.0, 
757,11/25/1978,Cincinnati,34.0,Memphis,14.0,4.5
758,11/25/1978,Colgate,14.0,Rutgers,9.0,20.0
759,11/25/1978,Connecticut,16.0,Holy Cross,20.0, 
760,11/25/1978,Duke,15.0,North Carolina,16.0,11.0
761,11/25/1978,Florida,21.0,Florida State,38.0,3.5
762,11/25/1978,Houston,21.0,Texas Tech,22.0,-10.0
763,11/25/1978,Indiana,7.0,Purdue,20.0,7.0
764,11/25/1978,Iowa,7.0,Michigan State,42.0,31.0
765,11/25/1978,Kentucky,14.0,Tennessee,29.0,3.0
766,11/25/1978,Long Beach State,31.0,Lamar,36.0, 
767,11/25/1978,Michigan,14.0,Ohio State,3.0,-6.5
768,11/25/1978,Minnesota,10.0,Wisconsin,48.0,-2.0
769,11/25/1978,Mississippi,27.0,Mississippi State,7.0,8.0
770,11/25/1978,No Carolina State,24.0,Virginia,21.0,-12.5
771,11/25/1978,Notre Dame,25.0,Southern Cal,27.0,6.5
772,11/25/1978,Northern Illinois,23.0,Ohio,14.0, 
773,11/25/1978,New Mexico,24.0,San Diego State,27.0, 
774,11/25/1978,New Mexico State,33.0,West Texas A+M,31.0, 
775,11/25/1978,Oregon,24.0,Oregon State,3.0,-2.0
776,11/25/1978,Pittsburgh,10.0,Penn State,17.0,13.5
777,11/25/1978,South Carolina,23.0,Clemson,41.0,12.0
778,11/25/1978,UL-Lafayette,18.0,McNeese State,44.0, 
779,11/25/1978,Syracuse,9.0,Miami-Florida,21.0,5.5
780,11/25/1978,Texas Christian,7.0,Texas A+M,15.0,30.0
781,11/25/1978,Texas,14.0,Baylor,38.0,-12.0
782,11/25/1978,Tulane,21.0,Louisiana State,40.0,13.0
783,11/25/1978,Utah,23.0,Utah State,20.0, 
784,11/25/1978,Washington,38.0,Washington State,8.0,-10.0
785,11/25/1978,Wyoming,51.0,UTEP,21.0, 
786,12/02/1978,Alabama,34.0,Auburn,16.0,-14.5
787,12/02/1978,Army,0.0,Navy,28.0,8.5
788,12/02/1978,Brigham Young,28.0,Nevada-Las Vegas,24.0, 
789,12/02/1978,Georgia Tech,28.0,Georgia,29.0,5.5
790,12/02/1978,Holy Cross,30.0,Boston College,29.0,1.0
791,12/02/1978,Long Beach State,6.0,San Jose State,24.0, 
792,12/02/1978,Miami-Florida,22.0,Florida,21.0,4.5
793,12/02/1978,Rice,25.0,Houston,49.0,36.0
794,12/02/1978,Southern Cal,21.0,Hawaii,5.0, 
795,12/02/1978,Tennessee,41.0,Vanderbilt,15.0,-17.0
796,12/02/1978,Texas Tech,7.0,Arkansas,49.0,13.5
797,12/02/1978,Texas A+M,7.0,Texas,22.0,6.5
798,12/02/1978,Utah,20.0,San Diego State,18.0, 
799,12/02/1978,Wyoming,17.0,Louisiana State,24.0,25.0
800,12/10/1978,Boston College,24.0,Temple,28.0, 
801,09/01/1979,Colorado State,17.0,Arizona,33.0,19.0
802,09/01/1979,Drake,12.0,Indiana State,19.0, 
803,09/01/1979,Long Beach State,10.0,Utah,34.0, 
804,09/01/1979,Louisiana Tech,0.0,New Mexico,34.0, 
805,09/01/1979,McNeese State,6.0,Tulsa,3.0, 
806,09/01/1979,UL-Monroe,13.0,UL-Lafayette,17.0, 
807,09/01/1979,Northern Michigan,7.0,Eastern Michigan,21.0, 
808,09/01/1979,Southern Illinois,0.0,West Texas A+M,14.0, 
809,09/01/1979,UTEP,0.0,North Texas,35.0, 
810,09/01/1979,Western Carolina,6.0,East Carolina,31.0, 
811,09/01/1979,Wichita State,13.0,New Mexico State,23.0, 
812,09/08/1979,Alabama,30.0,Georgia Tech,6.0,-14.0
813,09/08/1979,Appalachian State,23.0,Wake Forest,30.0, 
814,09/08/1979,Arizona,22.0,Washington State,7.0,-7.5
815,09/08/1979,Ball State,3.0,Miami-Ohio,27.0, 
816,09/08/1979,Brigham Young,18.0,Texas A+M,17.0,13.0
817,09/08/1979,California,17.0,Arizona State,9.0,11.5
818,09/08/1979,East Carolina,20.0,No Carolina State,34.0, 
819,09/08/1979,Eastern Kentucky,17.0,Kent State,14.0, 
820,09/08/1979,Eastern Michigan,6.0,Bowling Green,32.0, 
821,09/08/1979,Furman,0.0,Clemson,21.0, 
822,09/08/1979,Holy Cross,0.0,Rutgers,28.0,8.5
823,09/08/1979,Houston,24.0,U.C.L.A.,16.0,0.0
824,09/08/1979,Idaho,10.0,Fresno State,30.0, 
825,09/08/1979,Illinois,16.0,Michigan State,33.0,24.0
826,09/08/1979,Illinois State,27.0,Youngstown State,33.0, 
827,09/08/1979,Indiana,30.0,Iowa,26.0,-2.5
828,09/08/1979,Indiana State,28.0,Wichita State,9.0, 
829,09/08/1979,James Madison,0.0,East Tennessee St,31.0, 
830,09/08/1979,Lamar,7.0,Baylor,20.0, 
831,09/08/1979,Memphis,14.0,Mississippi State,13.0,10.5
832,09/08/1979,New Mexico State,13.0,Drake,14.0, 
833,09/08/1979,North Texas,7.0,Oklahoma State,25.0,0.0
834,09/08/1979,Northwestern,7.0,Michigan,49.0,32.0
835,09/08/1979,Ohio,10.0,Minnesota,24.0,21.5
836,09/08/1979,Oregon,33.0,Colorado,19.0,7.5
837,09/08/1979,Oregon State,16.0,New Mexico,35.0,1.5
838,09/08/1979,Pacific,7.0,UTEP,31.0, 
839,09/08/1979,Presbyterian,21.0,The Citadel,13.0, 
840,09/08/1979,Rice,17.0,S-M-U,35.0,23.0
841,09/08/1979,Richmond,0.0,Virginia,31.0,4.0
842,09/08/1979,Southern Cal,21.0,Texas Tech,7.0,-11.0
843,09/08/1979,South Carolina,0.0,North Carolina,28.0,2.5
844,09/08/1979,San Diego State,15.0,Missouri,45.0,20.5
845,09/08/1979,S E Louisiana,3.0,McNeese State,10.0, 
846,09/08/1979,Southern Miss,14.0,Florida State,17.0, 
847,09/08/1979,Stanford,10.0,Tulane,33.0,-2.5
848,09/08/1979,UL-Lafayette,7.0,Southern Illinois,17.0, 
849,09/08/1979,Syracuse,8.0,Ohio State,31.0,13.5
850,09/08/1979,Texas-Arlington,6.0,West Texas A+M,10.0, 
851,09/08/1979,Temple,38.0,West Virginia,16.0,-3.5
852,09/08/1979,Toledo,14.0,Marshall,31.0, 
853,09/08/1979,Tulsa,24.0,Air Force,7.0,-11.0
854,09/08/1979,Texas A+M-Commerce,14.0,Arkansas State,24.0, 
855,09/08/1979,Nevada-Las Vegas,35.0,Fullerton State,14.0, 
856,09/08/1979,Utah,27.0,Hawaii,23.0, 
857,09/08/1979,Utah State,48.0,San Jose State,48.0,1.5
858,09/08/1979,Villanova,20.0,Maryland,24.0,20.0
859,09/08/1979,Virginia Tech,15.0,Louisville,14.0,4.5
